Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry
HTH,Hilltop Holdings Inc,Common Stock,31.87,$2.62B,Financials,Banks,Regional Banks
EAR,Eargo Inc,Common Stock,71.48,$2.61B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
COKE,Coca Cola Consolidated Inc,Common Stock,277.4,$2.60B,Consumer Staples,Beverages,Soft Drinks
SINA,Sina Corp,Common Stock,43.5,$2.60B,Communication Services,Interactive Media & Services,Interactive Media & Services
INDB,Independent Bank Corp.,Common Stock,78.65,$2.59B,Financials,Banks,Regional Banks
SFM,Sprouts Farmers Market Inc,Common Stock,21.96,$2.59B,Consumer Staples,Food & Staples Retailing,Food Retail
PS,Pluralsight Inc,Common Stock,21.7,$2.59B,Information Technology,Software,Application Software
MOG-A,Moog Inc.,Common Stock,80.52,$2.58B,Industrials,Aerospace & Defense,Aerospace & Defense
AMCX,AMC Networks Inc,Common Stock,49.55,$2.58B,Communication Services,Media,Broadcasting
FCFS,FirstCash Inc,Common Stock,62.55,$2.57B,Financials,Consumer Finance,Consumer Finance
MOG-B,Moog Inc.,Common Stock,80,$2.57B,Industrials,Aerospace & Defense,Aerospace & Defense
MODV,ModivCare Inc,Common Stock,178.51,$2.53B,Health Care,Health Care Providers & Services,Health Care Services
MANU,Manchester United Plc,Common Stock,15.54,$2.53B,Communication Services,Entertainment,Movies & Entertainment
TAC,TransAlta Corp,Common Stock,9.23,$2.53B,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
FLR,Fluor Corp,Common Stock,17.95,$2.52B,Industrials,Construction & Engineering,Construction & Engineering
KW,Kennedy-Wilson Holdings Inc,Common Stock,17.75,$2.52B,Real Estate,Real Estate Management & Development,Real Estate Operating Companies
OM,Outset Medical Inc,Common Stock,58.65,$2.50B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
RRC,Range Resources Corp.,Common Stock,10.16,$2.50B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ACMR,ACM Research Inc,Common Stock,135.23,$2.50B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
NUS,Nu Skin Enterprises Inc.,Common Stock,48.81,$2.49B,Consumer Staples,Personal Products,Personal Products
GBDC,Golub Capital BDC Inc,Common Stock,14.86,$2.49B,Financials,Capital Markets,Asset Management & Custody Banks
FLOW,SPX FLOW Inc,Common Stock,58.77,$2.48B,Industrials,Machinery,Industrial Machinery
KAR,KAR Auction Services Inc,Common Stock,19.19,$2.48B,Industrials,Commercial Services & Supplies,Diversified Support Services
SKY,Skyline Champion Corp,Common Stock,43.78,$2.48B,Consumer Discretionary,Household Durables,Homebuilding
SPXC,SPX Corp,Common Stock,55.36,$2.48B,Industrials,Machinery,Industrial Machinery
RMBS,Rambus Inc,Common Stock,21.77,$2.48B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
ANAT,American National Group Inc,Common Stock,92,$2.47B,Financials,Insurance,Multi-line Insurance
IOSP,Innospec Inc,Common Stock,100.32,$2.46B,Materials,Chemicals,Specialty Chemicals
CENTA,Central Garden & Pet Co,Common Stock,44.5,$2.45B,Consumer Staples,Household Products,Household Products
SFBS,ServisFirst Bancshares Inc,Common Stock,45.47,$2.45B,Financials,Banks,Regional Banks
SITM,SiTime Corp,Common Stock,144.17,$2.44B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
GEF-B,Greif Inc.,Common Stock,50.35,$2.44B,Materials,Containers & Packaging,Metal & Glass Containers
CNK,Cinemark Holdings Inc,Common Stock,20.58,$2.43B,Communication Services,Entertainment,Movies & Entertainment
REAL,RealReal Inc (The),Common Stock,27.43,$2.43B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
KTB,Kontoor Brands Inc,Common Stock,42.55,$2.43B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
BIG,Big Lots Inc,Common Stock,65.37,$2.42B,Consumer Discretionary,Multiline Retail,General Merchandise Stores
EPRT,Essential Properties Realty Trust Inc.,Common Stock,23.11,$2.42B,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
WGO,Winnebago Industries Inc.,Common Stock,72.15,$2.42B,Consumer Discretionary,Automobiles,Automobile Manufacturers
AR,Antero Resources Corporation,Common Stock,9,$2.42B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
MD,Mednax Inc,Common Stock,28.25,$2.42B,Health Care,Health Care Providers & Services,Health Care Services
AVNS,Avanos Medical Inc,Common Stock,50.49,$2.42B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
FBC,Flagstar Bancorp Inc,Common Stock,45.79,$2.41B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
RIOT,Riot Blockchain Inc,Common Stock,49.25,$2.41B,Information Technology,Software,Application Software
MGLN,Magellan Health Inc,Common Stock,93.89,$2.41B,Health Care,Health Care Providers & Services,Managed Health Care
PUBM,PubMatic Inc,Common Stock,49.62,$2.41B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
FULT,Fulton Financial Corp,Common Stock,14.78,$2.40B,Financials,Banks,Regional Banks
YEXT,Yext Inc,Common Stock,19.55,$2.39B,Information Technology,Software,Application Software
SBGI,Sinclair Broadcast Group Inc,Common Stock,32.29,$2.39B,Communication Services,Media,Broadcasting
RKT,Rocket Cos Inc,Common Stock,20.68,$2.39B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CADE,Cadence Bancorporation,Common Stock,18.93,$2.38B,Financials,Banks,Regional Banks
INO,Inovio Pharmaceuticals Inc,Common Stock,14.24,$2.38B,Health Care,Biotechnology,Biotechnology
AIN,Albany International Corp.,Common Stock,73.63,$2.38B,Industrials,Machinery,Industrial Machinery
SJI,South Jersey Industries Inc.,Common Stock,23.66,$2.38B,Utilities,Gas Utilities,Gas Utilities
MGEE,MGE Energy Inc,Common Stock,65.63,$2.37B,Utilities,Electric Utilities,Electric Utilities
MTOR,Meritor Inc,Common Stock,32.71,$2.37B,Industrials,Machinery,Construction Machinery & Heavy Trucks
PLXS,Plexus Corp,Common Stock,82.41,$2.37B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
ATI,Allegheny Technologies Inc,Common Stock,18.69,$2.37B,Materials,Metals & Mining,Steel
MCRB,Seres Therapeutics Inc,Common Stock,25.94,$2.37B,Health Care,Biotechnology,Biotechnology
GEF,Greif Inc.,Common Stock,48.74,$2.36B,Materials,Containers & Packaging,Metal & Glass Containers
MTX,Minerals Technologies Inc.,Common Stock,69.18,$2.35B,Materials,Chemicals,Specialty Chemicals
NVMI,Nova Measuring Instruments Ltd,Common Stock,83.87,$2.35B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
FWRD,Forward Air Corp,Common Stock,86.23,$2.35B,Industrials,Air Freight & Logistics,Air Freight & Logistics
FTAI,Fortress Transportation and Infrastructure Investo,Common Stock,27.39,$2.35B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
EGOV,NIC Inc,Common Stock,34.97,$2.34B,Information Technology,IT Services,Data Processing & Outsourced Services
MSGE,Madison Square Garden Entertainment Corp,Common Stock,97.02,$2.34B,Communication Services,Entertainment,Movies & Entertainment
FSK,FS KKR Capital Corp,Common Stock,18.89,$2.34B,Financials,Capital Markets,Asset Management & Custody Banks
ADCT,ADC Therapeutics SA,Common Stock,30.47,$2.34B,Health Care,Biotechnology,Biotechnology
RCUS,Arcus Biosciences Inc,Common Stock,36,$2.34B,Health Care,Biotechnology,Biotechnology
ODP,The ODP Corporation,Common Stock,44.24,$2.33B,Consumer Discretionary,Specialty Retail,Specialty Stores
EQX,Equinox Gold Corp,Common Stock,9.63,$2.33B,Materials,Metals & Mining,Gold
TDS,Telephone and Data Systems Inc.,Common Stock,20.36,$2.33B,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
MTDR,Matador Resources Co,Common Stock,19.84,$2.32B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
SATS,EchoStar Corp,Common Stock,23.6,$2.32B,Information Technology,Communications Equipment,Communications Equipment
NTCT,NetScout Systems Inc,Common Stock,31.54,$2.32B,Information Technology,Communications Equipment,Communications Equipment
FIX,Comfort Systems USA Inc.,Common Stock,63.37,$2.31B,Industrials,Construction & Engineering,Construction & Engineering
STRA,Strategic Education Inc,Common Stock,94.41,$2.30B,Consumer Discretionary,Diversified Consumer Services,Education Services
MIK,Michaels Cos Inc (The),Common Stock,15.6,$2.30B,Consumer Discretionary,Specialty Retail,Specialty Stores
VRRM,Verra Mobility Corp,Common Stock,14.2,$2.30B,Information Technology,IT Services,Data Processing & Outsourced Services
ACB,Aurora Cannabis Inc,Common Stock,12.48,$2.30B,Health Care,Pharmaceuticals,Pharmaceuticals
VCEL,Vericel Corp,Common Stock,50.68,$2.30B,Health Care,Biotechnology,Biotechnology
MYGN,Myriad Genetics Inc,Common Stock,30.53,$2.29B,Health Care,Biotechnology,Biotechnology
HCSG,Healthcare Services Group Inc,Common Stock,30.73,$2.29B,Industrials,Commercial Services & Supplies,Diversified Support Services
NAVI,Navient Corp,Common Stock,12.23,$2.29B,Financials,Consumer Finance,Consumer Finance
RPAI,Retail Properties of America Inc,Common Stock,10.67,$2.29B,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
JACK,Jack in the Box Inc.,Common Stock,100.53,$2.28B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SIG,Signet Jewelers Ltd,Common Stock,43.61,$2.28B,Consumer Discretionary,Specialty Retail,Specialty Stores
THRM,Gentherm Inc,Common Stock,69.74,$2.28B,Consumer Discretionary,Auto Components,Auto Parts & Equipment
MAIN,Main Street Capital Corp,Common Stock,34.44,$2.28B,Financials,Capital Markets,Asset Management & Custody Banks
SKYW,SkyWest Inc,Common Stock,45.395,$2.28B,Industrials,Airlines,Airlines
RUSHA,Rush Enterprises Inc,Common Stock,41.53,$2.28B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
CALX,Calix Inc,Common Stock,36.8,$2.27B,Information Technology,Communications Equipment,Communications Equipment
EGO,Eldorado Gold Corp,Common Stock,13.04,$2.27B,Materials,Metals & Mining,Gold
CAKE,Cheesecake Factory Inc. (The),Common Stock,50.05,$2.27B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SANM,Sanmina Corp,Common Stock,35.02,$2.27B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
HCAT,Health Catalyst Inc,Common Stock,53.68,$2.27B,Health Care,Health Care Technology,Health Care Technology
WAFD,Washington Federal Inc.,Common Stock,29.83,$2.26B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
TSE,Trinseo SA,Common Stock,59.05,$2.26B,Materials,Chemicals,Commodity Chemicals
MLHR,Herman Miller Inc,Common Stock,38.28,$2.26B,Industrials,Commercial Services & Supplies,Office Services & Supplies
SHEN,Shenandoah Telecommunications Co,Common Stock,45.06,$2.25B,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
FRME,First Merchants Corp,Common Stock,41.68,$2.25B,Financials,Banks,Regional Banks
ASO,Academy Sports and Outdoors Inc,Common Stock,25.42,$2.24B,Consumer Discretionary,Specialty Retail,Specialty Stores
INMD,InMode Ltd,Common Stock,67.97,$2.23B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
XPER,Xperi Holding Corp,Common Stock,21.02,$2.22B,Information Technology,Software,Systems Software
CDE,Coeur Mining Inc,Common Stock,9.1,$2.22B,Materials,Metals & Mining,Gold
FUBO,FuboTV Inc,Common Stock,46.66,$2.22B,Information Technology,Software,Application Software
LTRPB,Liberty TripAdvisor Holdings Inc,Common Stock,29.5,$2.22B,Communication Services,Interactive Media & Services,Interactive Media & Services
CUB,Cubic Corp,Common Stock,69.25,$2.20B,Industrials,Aerospace & Defense,Aerospace & Defense
FBP,First BanCorp (Puerto Rico),Common Stock,10.1,$2.20B,Financials,Banks,Regional Banks
AFYA,Afya Ltd,Common Stock,23.68,$2.20B,Consumer Discretionary,Diversified Consumer Services,Education Services
GLUU,Glu Mobile Inc,Common Stock,12.8,$2.20B,Communication Services,Entertainment,Interactive Home Entertainment
VGR,Vector Group Ltd,Common Stock,14.32,$2.20B,Consumer Staples,Tobacco,Tobacco
MUR,Murphy Oil Corp,Common Stock,14.28,$2.19B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
HRI,Herc Holdings Inc,Common Stock,74.88,$2.19B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
CMP,Compass Minerals International Inc.,Common Stock,64.18,$2.18B,Materials,Metals & Mining,Diversified Metals & Mining
PBH,Prestige Consumer Healthcare Inc,Common Stock,43.66,$2.18B,Health Care,Pharmaceuticals,Pharmaceuticals
RIG,Transocean Ltd,Common Stock,3.54,$2.18B,Energy,Energy Equipment & Services,Oil & Gas Drilling
IMVT,Immunovant Inc,Common Stock,22.21,$2.17B,Health Care,Biotechnology,Biotechnology
RNST,Renasant Corp,Common Stock,38.66,$2.17B,Financials,Banks,Regional Banks
FSS,Federal Signal Corp.,Common Stock,35.88,$2.17B,Industrials,Machinery,Construction Machinery & Heavy Trucks
AXNX,Axonics Modulation Technologies Inc,Common Stock,54.54,$2.17B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
WSFS,WSFS Financial Corp,Common Stock,45.25,$2.16B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
PQG,PQ Group Holdings Inc,Common Stock,15.88,$2.16B,Materials,Chemicals,Specialty Chemicals
MLI,Mueller Industries Inc.,Common Stock,37.72,$2.15B,Industrials,Machinery,Industrial Machinery
ARCE,Arco Platform Ltd,Common Stock,37.24,$2.14B,Consumer Discretionary,Diversified Consumer Services,Education Services
RUSHB,Rush Enterprises Inc,Common Stock,38.99,$2.14B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
INT,World Fuel Services Corp,Common Stock,33.6,$2.13B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
PRPL,Purple Innovation Inc,Common Stock,39.46,$2.13B,Consumer Discretionary,Household Durables,Home Furnishings
DOMO,Domo Inc,Common Stock,70.67,$2.12B,Information Technology,Software,Application Software
COHU,Cohu Inc,Common Stock,50.55,$2.12B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
VSTO,Vista Outdoor Inc,Common Stock,36.23,$2.11B,Consumer Discretionary,Leisure Products,Leisure Products
BANF,BancFirst Corp,Common Stock,64.27,$2.11B,Financials,Banks,Regional Banks
HRMY,Harmony Biosciences Holdings Inc,Common Stock,37,$2.11B,Health Care,Pharmaceuticals,Pharmaceuticals
FFBC,First Financial Bancorp.,Common Stock,21.54,$2.11B,Financials,Banks,Regional Banks
CTB,Cooper Tire & Rubber Co,Common Stock,41.77,$2.10B,Consumer Discretionary,Auto Components,Tires & Rubber
IDCC,InterDigital Inc,Common Stock,68.14,$2.10B,Information Technology,Software,Application Software
BGS,B&G Foods Inc,Common Stock,32.6,$2.09B,Consumer Staples,Food Products,Packaged Foods & Meats
MNRO,Monro Inc,Common Stock,62.75,$2.09B,Consumer Discretionary,Specialty Retail,Automotive Retail
RLGY,Realogy Holdings Corp,Common Stock,18.11,$2.09B,Real Estate,Real Estate Management & Development,Real Estate Services
WBT,Welbilt Inc,Common Stock,14.77,$2.09B,Industrials,Machinery,Industrial Machinery
OI,O-I Glass Inc,Common Stock,13.24,$2.08B,Materials,Containers & Packaging,Metal & Glass Containers
ENDP,Endo International plc,Common Stock,9.03,$2.08B,Health Care,Pharmaceuticals,Pharmaceuticals
GNW,Genworth Financial Inc,Common Stock,4.11,$2.08B,Financials,Insurance,Life & Health Insurance
WSBC,WesBanco Inc,Common Stock,30.86,$2.07B,Financials,Banks,Regional Banks
CVCO,Cavco Industries Inc,Common Stock,225.615,$2.07B,Consumer Discretionary,Household Durables,Homebuilding
FMBI,First Midwest Bancorp Inc,Common Stock,18.09,$2.07B,Financials,Banks,Regional Banks
TR,Tootsie Roll Industries Inc.,Common Stock,31.19,$2.07B,Consumer Staples,Food Products,Packaged Foods & Meats
SWCH,Switch Inc,Common Stock,18.96,$2.07B,Information Technology,IT Services,Internet Services & Infrastructure
INFN,Infinera Corp,Common Stock,10.69,$2.06B,Information Technology,Communications Equipment,Communications Equipment
AHCO,AdaptHealth Corp,Common Stock,32.89,$2.06B,Health Care,Health Care Providers & Services,Health Care Distributors
ATGE,Adtalem Global Education Inc,Common Stock,40.66,$2.06B,Consumer Discretionary,Diversified Consumer Services,Education Services
LAC,Lithium Americas Corp,Common Stock,22.44,$2.05B,Materials,Metals & Mining,Diversified Metals & Mining
TBIO,Translate Bio Inc,Common Stock,27.59,$2.05B,Health Care,Biotechnology,Biotechnology
FLWS,1-800-FLOWERS.COM Inc,Common Stock,31.785,$2.05B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
RRR,Red Rock Resorts Inc,Common Stock,28.72,$2.05B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BCC,Boise Cascade Co,Common Stock,52.15,$2.04B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
CCS,Century Communities Inc,Common Stock,61.16,$2.04B,Consumer Discretionary,Household Durables,Homebuilding
PVG,Pretium Resources Inc,Common Stock,10.87,$2.04B,Materials,Metals & Mining,Gold
SILK,Silk Road Medical Inc,Common Stock,59.76,$2.03B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
BNGO,BioNano Genomics Inc,Common Stock,13.7,$2.03B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
BDC,Belden Inc,Common Stock,45.34,$2.02B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
CVA,Covanta Holding Corp,Common Stock,15.29,$2.02B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
FCPT,Four Corners Property Trust Inc,Common Stock,27.73,$2.02B,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
NGM,NGM Biopharmaceuticals Inc,Common Stock,29.29,$2.01B,Health Care,Pharmaceuticals,Pharmaceuticals
MWA,Mueller Water Products Inc,Common Stock,12.69,$2.01B,Industrials,Machinery,Industrial Machinery
CSWI,CSW Industrials Inc,Common Stock,128.22,$2.01B,Industrials,Building Products,Building Products
GCP,GCP Applied Technologies Inc,Common Stock,27.46,$2.01B,Materials,Chemicals,Specialty Chemicals
ZUO,Zuora Inc,Common Stock,16.8,$2.00B,Information Technology,Software,Systems Software
STOK,Stoke Therapeutics Inc,Common Stock,59.57,$2.00B,Health Care,Biotechnology,Biotechnology
BLMN,Bloomin' Brands Inc,Common Stock,22.76,$1.99B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
AUPH,Aurinia Pharmaceuticals Inc,Common Stock,15.74,$1.99B,Health Care,Biotechnology,Biotechnology
CSTM,Constellium SE,Common Stock,14.42,$1.99B,Materials,Metals & Mining,Aluminum
BUR,Burford Capital Ltd,Common Stock,9.07,$1.99B,Financials,Diversified Financial Services,Specialized Finance
LOB,Live Oak Bancshares Inc,Common Stock,46.48,$1.97B,Financials,Banks,Regional Banks
PRFT,Perficient Inc,Common Stock,61.49,$1.97B,Information Technology,IT Services,IT Consulting & Other Services
CVI,CVR Energy Inc,Common Stock,19.61,$1.97B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
UFS,Domtar Corp,Common Stock,35.62,$1.97B,Materials,Paper & Forest Products,Paper Products
VRTS,Virtus Investment Partners Inc,Common Stock,257.845,$1.96B,Financials,Capital Markets,Asset Management & Custody Banks
SJW,SJW Group,Common Stock,68.62,$1.96B,Utilities,Water Utilities,Water Utilities
TOWN,Townebank,Common Stock,26.95,$1.96B,Financials,Banks,Regional Banks
EPAY,Bottomline Technologies Inc,Common Stock,45.74,$1.95B,Information Technology,Software,Application Software
KURA,Kura Oncology Inc,Common Stock,34.58,$1.95B,Health Care,Biotechnology,Biotechnology
UCTT,Ultra Clean Holdings Inc,Common Stock,48.15,$1.95B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
PRO,PROS Holdings Inc,Common Stock,44.82,$1.95B,Information Technology,Software,Application Software
SAH,Sonic Automotive Inc.,Common Stock,46.11,$1.95B,Consumer Discretionary,Specialty Retail,Automotive Retail
ADUS,Addus HomeCare Corp,Common Stock,123.09,$1.95B,Health Care,Health Care Providers & Services,Health Care Services
HLIO,Helios Technologies Inc,Common Stock,60.59,$1.95B,Industrials,Machinery,Industrial Machinery
MYOV,Myovant Sciences Ltd,Common Stock,21.38,$1.94B,Health Care,Biotechnology,Biotechnology
DRNA,Dicerna Pharmaceuticals Inc,Common Stock,26.01,$1.94B,Health Care,Biotechnology,Biotechnology
MGRC,McGrath RentCorp,Common Stock,80.28,$1.94B,Industrials,Commercial Services & Supplies,Diversified Support Services
SGMO,Sangamo Therapeutics Inc,Common Stock,13.68,$1.93B,Health Care,Biotechnology,Biotechnology
YMAB,Y-mAbs Therapeutics Inc,Common Stock,47.73,$1.93B,Health Care,Biotechnology,Biotechnology
PRAX,Praxis Precision Medicines Inc,Common Stock,52.44,$1.93B,Health Care,Biotechnology,Biotechnology
RVNC,Revance Therapeutics Inc,Common Stock,29,$1.93B,Health Care,Pharmaceuticals,Pharmaceuticals
BKE,Buckle Inc. (The),Common Stock,38.89,$1.92B,Consumer Discretionary,Specialty Retail,Apparel Retail
PRGS,Progress Software Corp,Common Stock,43.4,$1.92B,Information Technology,Software,Systems Software
HUBG,Hub Group Inc,Common Stock,56.11,$1.92B,Industrials,Air Freight & Logistics,Air Freight & Logistics
KN,Knowles Corp,Common Stock,20.95,$1.92B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
PRK,Park National Corp,Common Stock,117.49,$1.92B,Financials,Banks,Regional Banks
MASS,908 Devices Inc,Common Stock,72.62,$1.92B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
WW,WW International Inc,Common Stock,28.17,$1.92B,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
HTLF,Heartland Financial USA Inc,Common Stock,45.35,$1.91B,Financials,Banks,Regional Banks
CALM,Cal Maine Foods Inc,Common Stock,39.08,$1.91B,Consumer Staples,Food Products,Packaged Foods & Meats
USNA,USANA Health Sciences Inc,Common Stock,90.59,$1.90B,Consumer Staples,Personal Products,Personal Products
AMK,AssetMark Financial Holdings Inc,Common Stock,26.25,$1.90B,Financials,Capital Markets,Asset Management & Custody Banks
TWNK,Hostess Brands Inc,Common Stock,15.195,$1.90B,Consumer Staples,Food Products,Packaged Foods & Meats
NMIH,NMI Holdings Inc,Common Stock,22.35,$1.90B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CSTL,Castle Biosciences Inc,Common Stock,95.54,$1.90B,Health Care,Health Care Providers & Services,Health Care Services
MDGL,Madrigal Pharmaceuticals Inc,Common Stock,122.445,$1.89B,Health Care,Biotechnology,Biotechnology
TRMK,Trustmark Corp,Common Stock,29.8,$1.89B,Financials,Banks,Regional Banks
DEN,Denbury Inc.,Common Stock,37.77,$1.89B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
OR,Osisko Gold Royalties Ltd,Common Stock,11.34,$1.89B,Materials,Metals & Mining,Gold
LZB,La-Z-Boy Inc,Common Stock,40.8,$1.88B,Consumer Discretionary,Household Durables,Home Furnishings
PMVP,PMV Pharmaceuticals Inc,Common Stock,42.215,$1.88B,Health Care,Biotechnology,Biotechnology
ZYME,Zymeworks Inc,Common Stock,41,$1.88B,Health Care,Biotechnology,Biotechnology
EURN,Euronav,Common Stock,9.31,$1.88B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
SBCF,Seacoast Banking Corp of Florida,Common Stock,33.8,$1.87B,Financials,Banks,Regional Banks
HSKA,Heska Corp,Common Stock,196.16,$1.86B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
FREQ,Frequency Therapeutics Inc,Common Stock,54.87,$1.85B,Health Care,Biotechnology,Biotechnology
PATK,Patrick Industries Inc,Common Stock,79,$1.85B,Consumer Discretionary,Auto Components,Auto Parts & Equipment
SGRY,Surgery Partners Inc,Common Stock,36.46,$1.84B,Health Care,Health Care Providers & Services,Health Care Facilities
IMGN,ImmunoGen Inc,Common Stock,10.52,$1.84B,Health Care,Biotechnology,Biotechnology
CRVL,CorVel Corp.,Common Stock,101.95,$1.82B,Health Care,Health Care Providers & Services,Health Care Services
FBK,FB Financial Corp,Common Stock,38.61,$1.82B,Financials,Banks,Regional Banks
TLS,Telos Corp/MD,Common Stock,37.02,$1.82B,Information Technology,Software,Systems Software
BALY,Ballys Corp,Common Stock,59.61,$1.82B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MAG,MAG Silver Corp,Common Stock,19.14,$1.81B,Materials,Metals & Mining,Silver
PLAY,Dave & Buster's Entertainment Inc,Common Stock,37.93,$1.81B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
EPC,Edgewell Personal Care Co,Common Stock,33.32,$1.81B,Consumer Staples,Personal Products,Personal Products
INSG,Inseego Corp,Common Stock,18.21,$1.80B,Information Technology,Communications Equipment,Communications Equipment
ARCT,Arcturus Therapeutics Holdings Inc,Common Stock,73.47,$1.80B,Health Care,Biotechnology,Biotechnology
GTN,Gray Television Inc.,Common Stock,18.66,$1.79B,Communication Services,Media,Broadcasting
OLMA,Olema Pharmaceuticals Inc,Common Stock,47.76,$1.79B,Health Care,Biotechnology,Biotechnology
STTK,Shattuck Labs Inc,Common Stock,44.79,$1.78B,Health Care,Biotechnology,Biotechnology
USPH,US Physical Therapy Inc,Common Stock,138.79,$1.78B,Health Care,Health Care Providers & Services,Health Care Facilities
CLBK,Columbia Financial Inc,Common Stock,16.04,$1.78B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
PLT,Plantronics Inc.,Common Stock,43.08,$1.78B,Information Technology,Communications Equipment,Communications Equipment
DDS,Dillard's Inc.,Common Stock,80.71,$1.78B,Consumer Discretionary,Multiline Retail,Department Stores
BANR,Banner Corp,Common Stock,50.36,$1.77B,Financials,Banks,Regional Banks
HBM,Hudbay Minerals Inc,Common Stock,6.75,$1.76B,Materials,Metals & Mining,Diversified Metals & Mining
BOOT,Boot Barn Holdings Inc,Common Stock,60.88,$1.76B,Consumer Discretionary,Specialty Retail,Apparel Retail
HTGC,Hercules Capital Inc,Common Stock,15.41,$1.76B,Financials,Capital Markets,Asset Management & Custody Banks
RPAY,Repay Holdings Corp,Common Stock,24.74,$1.76B,Information Technology,IT Services,Data Processing & Outsourced Services
PJT,PJT Partners Inc,Common Stock,73.97,$1.76B,Financials,Capital Markets,Investment Banking & Brokerage
LNN,Lindsay Corp,Common Stock,161.7,$1.76B,Industrials,Machinery,Agricultural & Farm Machinery
RGNX,REGENXBIO Inc,Common Stock,47,$1.76B,Health Care,Biotechnology,Biotechnology
ALG,Alamo Group Inc.,Common Stock,149.5,$1.75B,Industrials,Machinery,Construction Machinery & Heavy Trucks
GEVO,Gevo Inc,Common Stock,14.62,$1.75B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
OMI,Owens & Minor Inc.,Common Stock,27.37,$1.74B,Health Care,Health Care Providers & Services,Health Care Distributors
CCCC,C4 Therapeutics Inc,Common Stock,42.18,$1.74B,Health Care,Biotechnology,Biotechnology
CSII,Cardiovascular Systems Inc,Common Stock,43.35,$1.74B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NKTX,Nkarta Inc,Common Stock,53.39,$1.74B,Health Care,Biotechnology,Biotechnology
